"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Liverpool","E08000012","Upper tier local authority","2020-04-04",47,556
"East Sussex","E10000011","Upper tier local authority","2020-04-04",21,215
"Thurrock","E06000034","Upper tier local authority","2020-04-04",8,133
"Lancashire","E10000017","Upper tier local authority","2020-04-04",90,954
"Barnsley","E08000016","Upper tier local authority","2020-04-04",12,240
"Leicester","E06000016","Upper tier local authority","2020-04-04",15,232
"Rochdale","E08000005","Upper tier local authority","2020-04-04",17,185
"Bedford","E06000055","Upper tier local authority","2020-04-04",6,138
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-04",27,475
"Greenwich","E09000011","Upper tier local authority","2020-04-04",13,339
"East Midlands","E12000004","Region","2020-04-04",189,2955
"Bradford","E08000032","Upper tier local authority","2020-04-04",21,234
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-04",7,285
"North Somerset","E06000024","Upper tier local authority","2020-04-04",6,83
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-04",6,114
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-04",11,207
"Tameside","E08000008","Upper tier local authority","2020-04-04",15,177
"Trafford","E08000009","Upper tier local authority","2020-04-04",16,243
"Enfield","E09000010","Upper tier local authority","2020-04-04",19,387
"Bromley","E09000006","Upper tier local authority","2020-04-04",33,561
"Bury","E08000002","Upper tier local authority","2020-04-04",11,153
"South Tyneside","E08000023","Upper tier local authority","2020-04-04",12,111
"Shropshire","E06000051","Upper tier local authority","2020-04-04",8,173
"Middlesbrough","E06000002","Upper tier local authority","2020-04-04",21,170
"Slough","E06000039","Upper tier local authority","2020-04-04",14,167
"Hounslow","E09000018","Upper tier local authority","2020-04-04",16,361
"Lewisham","E09000023","Upper tier local authority","2020-04-04",28,520
"Wigan","E08000010","Upper tier local authority","2020-04-04",14,198
"Birmingham","E08000025","Upper tier local authority","2020-04-04",82,1436
"Luton","E06000032","Upper tier local authority","2020-04-04",14,223
"Walsall","E08000030","Upper tier local authority","2020-04-04",26,410
"Cumbria","E10000006","Upper tier local authority","2020-04-04",52,796
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-04",14,119
"Coventry","E08000026","Upper tier local authority","2020-04-04",18,296
"South East","E12000008","Region","2020-04-04",457,6265
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-04",16,295
"Bexley","E09000004","Upper tier local authority","2020-04-04",22,294
"Havering","E09000016","Upper tier local authority","2020-04-04",21,288
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-04",8,222
"Worcestershire","E10000034","Upper tier local authority","2020-04-04",16,438
"Waltham Forest","E09000031","Upper tier local authority","2020-04-04",21,395
"Sutton","E09000029","Upper tier local authority","2020-04-04",7,304
"Knowsley","E08000011","Upper tier local authority","2020-04-04",15,174
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-04",8,123
"Staffordshire","E10000028","Upper tier local authority","2020-04-04",42,619
"Leeds","E08000035","Upper tier local authority","2020-04-04",17,352
"Westminster","E09000033","Upper tier local authority","2020-04-04",16,403
"Cheshire East","E06000049","Upper tier local authority","2020-04-04",19,220
"Milton Keynes","E06000042","Upper tier local authority","2020-04-04",10,197
"Barnet","E09000003","Upper tier local authority","2020-04-04",38,728
"County Durham","E06000047","Upper tier local authority","2020-04-04",31,304
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-04",15,197
"Wokingham","E06000041","Upper tier local authority","2020-04-04",9,119
"West Midlands","E12000005","Region","2020-04-04",333,5410
"Sandwell","E08000028","Upper tier local authority","2020-04-04",19,396
"Calderdale","E08000033","Upper tier local authority","2020-04-04",8,94
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-04",15,150
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-04",4,63
"Gloucestershire","E10000013","Upper tier local authority","2020-04-04",44,379
"Swindon","E06000030","Upper tier local authority","2020-04-04",12,85
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-04",9,116
"North West","E12000002","Region","2020-04-04",600,6514
"Wandsworth","E09000032","Upper tier local authority","2020-04-04",26,584
"North Yorkshire","E10000023","Upper tier local authority","2020-04-04",27,294
"Wolverhampton","E08000031","Upper tier local authority","2020-04-04",20,327
"Redbridge","E09000026","Upper tier local authority","2020-04-04",24,335
"Brent","E09000005","Upper tier local authority","2020-04-04",49,806
"Somerset","E10000027","Upper tier local authority","2020-04-04",6,126
"Hillingdon","E09000017","Upper tier local authority","2020-04-04",17,375
"Hartlepool","E06000001","Upper tier local authority","2020-04-04",6,36
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-04",31,250
"Lambeth","E09000022","Upper tier local authority","2020-04-04",31,709
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-04",1,66
"Manchester","E08000003","Upper tier local authority","2020-04-04",40,360
"Hackney","E09000012","Upper tier local authority","2020-04-04",24,372
"Dorset","E06000059","Upper tier local authority","2020-04-04",7,129
"West Berkshire","E06000037","Upper tier local authority","2020-04-04",13,114
"Solihull","E08000029","Upper tier local authority","2020-04-04",23,251
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-04",23,367
"Hampshire","E10000014","Upper tier local authority","2020-04-04",73,1098
"Dudley","E08000027","Upper tier local authority","2020-04-04",27,329
"Camden","E09000007","Upper tier local authority","2020-04-04",22,329
"Essex","E10000012","Upper tier local authority","2020-04-04",84,1084
"Warrington","E06000007","Upper tier local authority","2020-04-04",16,160
"Islington","E09000019","Upper tier local authority","2020-04-04",13,276
"South West","E12000009","Region","2020-04-04",174,2111
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-04",3,50
"Ealing","E09000009","Upper tier local authority","2020-04-04",26,544
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-04",12,125
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-04",13,149
"Rotherham","E08000018","Upper tier local authority","2020-04-04",11,250
"St. Helens","E08000013","Upper tier local authority","2020-04-04",28,250
"Northamptonshire","E10000021","Upper tier local authority","2020-04-04",42,515
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-04",20,365
"Doncaster","E08000017","Upper tier local authority","2020-04-04",7,178
"Gateshead","E08000037","Upper tier local authority","2020-04-04",31,208
"Harrow","E09000015","Upper tier local authority","2020-04-04",24,494
"Kent","E10000016","Upper tier local authority","2020-04-04",67,989
"Lincolnshire","E10000019","Upper tier local authority","2020-04-04",19,301
"Kirklees","E08000034","Upper tier local authority","2020-04-04",14,208
"Reading","E06000038","Upper tier local authority","2020-04-04",14,126
"Blackpool","E06000009","Upper tier local authority","2020-04-04",14,89
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-04",21,343
"Torbay","E06000027","Upper tier local authority","2020-04-04",4,58
"Northumberland","E06000057","Upper tier local authority","2020-04-04",25,206
"Yorkshire and The Humber","E12000003","Region","2020-04-04",203,3363
"Newham","E09000025","Upper tier local authority","2020-04-04",43,544
"London","E12000007","Region","2020-04-04",714,13731
"Devon","E10000008","Upper tier local authority","2020-04-04",33,252
"Southampton","E06000045","Upper tier local authority","2020-04-04",12,177
"Surrey","E10000030","Upper tier local authority","2020-04-04",69,1054
"Salford","E08000006","Upper tier local authority","2020-04-04",16,258
"Warwickshire","E10000031","Upper tier local authority","2020-04-04",35,461
"Suffolk","E10000029","Upper tier local authority","2020-04-04",19,289
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-04",19,272
"Southwark","E09000028","Upper tier local authority","2020-04-04",37,726
"Norfolk","E10000020","Upper tier local authority","2020-04-04",29,351
"Croydon","E09000008","Upper tier local authority","2020-04-04",45,743
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-04",6,228
"Leicestershire","E10000018","Upper tier local authority","2020-04-04",20,362
"Medway","E06000035","Upper tier local authority","2020-04-04",24,232
"Oldham","E08000004","Upper tier local authority","2020-04-04",13,229
"North Tyneside","E08000022","Upper tier local authority","2020-04-04",24,180
"Sefton","E08000014","Upper tier local authority","2020-04-04",33,294
"Sheffield","E08000019","Upper tier local authority","2020-04-04",42,966
"Oxfordshire","E10000025","Upper tier local authority","2020-04-04",39,551
"West Sussex","E10000032","Upper tier local authority","2020-04-04",33,399
"Wiltshire","E06000054","Upper tier local authority","2020-04-04",9,162
"Haringey","E09000014","Upper tier local authority","2020-04-04",17,329
"East of England","E12000006","Region","2020-04-04",263,3921
"Bolton","E08000001","Upper tier local authority","2020-04-04",23,202
"Shropshire","E06000051","Upper tier local authority","2020-04-05",7,180
"Wiltshire","E06000054","Upper tier local authority","2020-04-05",18,180
"Oxfordshire","E10000025","Upper tier local authority","2020-04-05",49,600
"Sheffield","E08000019","Upper tier local authority","2020-04-05",66,1032
"Swindon","E06000030","Upper tier local authority","2020-04-05",10,95
"Derby","E06000015","Upper tier local authority","2020-04-05",2,302
"Knowsley","E08000011","Upper tier local authority","2020-04-05",14,188
"Norfolk","E10000020","Upper tier local authority","2020-04-05",36,387
"East Sussex","E10000011","Upper tier local authority","2020-04-05",12,227
"Slough","E06000039","Upper tier local authority","2020-04-05",5,172
"Lambeth","E09000022","Upper tier local authority","2020-04-05",17,726
"Reading","E06000038","Upper tier local authority","2020-04-05",8,134
"Bradford","E08000032","Upper tier local authority","2020-04-05",28,262
"Southwark","E09000028","Upper tier local authority","2020-04-05",25,751
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-05",26,298
"Torbay","E06000027","Upper tier local authority","2020-04-05",3,61
"Croydon","E09000008","Upper tier local authority","2020-04-05",36,779
"York","E06000014","Upper tier local authority","2020-04-05",4,78
"Rutland","E06000017","Upper tier local authority","2020-04-05",1,8
"Newham","E09000025","Upper tier local authority","2020-04-05",24,568
"Blackpool","E06000009","Upper tier local authority","2020-04-05",3,92
"Waltham Forest","E09000031","Upper tier local authority","2020-04-05",26,421
"Harrow","E09000015","Upper tier local authority","2020-04-05",26,520
"Kirklees","E08000034","Upper tier local authority","2020-04-05",12,220
"St. Helens","E08000013","Upper tier local authority","2020-04-05",20,270
"Lancashire","E10000017","Upper tier local authority","2020-04-05",94,1048
"Enfield","E09000010","Upper tier local authority","2020-04-05",12,399
"Hampshire","E10000014","Upper tier local authority","2020-04-05",74,1172
"Warrington","E06000007","Upper tier local authority","2020-04-05",23,183
"West Berkshire","E06000037","Upper tier local authority","2020-04-05",6,120
"South West","E12000009","Region","2020-04-05",154,2265
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-05",2,52
"Sutton","E09000029","Upper tier local authority","2020-04-05",10,314
"England","E92000001","Country","2020-04-05",3018,51134
"Solihull","E08000029","Upper tier local authority","2020-04-05",10,261
"Dorset","E06000059","Upper tier local authority","2020-04-05",6,135
"Camden","E09000007","Upper tier local authority","2020-04-05",16,345
"Salford","E08000006","Upper tier local authority","2020-04-05",18,276
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-05",16,244
"London","E12000007","Region","2020-04-05",603,14334
"Oldham","E08000004","Upper tier local authority","2020-04-05",13,242
"Dudley","E08000027","Upper tier local authority","2020-04-05",20,349
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-05",4,80
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-05",24,391
"Hartlepool","E06000001","Upper tier local authority","2020-04-05",3,39
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-05",9,216
"Redbridge","E09000026","Upper tier local authority","2020-04-05",22,357
"Leeds","E08000035","Upper tier local authority","2020-04-05",36,388
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-05",4,120
"County Durham","E06000047","Upper tier local authority","2020-04-05",26,330
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-05",11,208
"Brent","E09000005","Upper tier local authority","2020-04-05",37,843
"Rotherham","E08000018","Upper tier local authority","2020-04-05",9,259
"Surrey","E10000030","Upper tier local authority","2020-04-05",66,1120
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-05",8,158
"Calderdale","E08000033","Upper tier local authority","2020-04-05",3,97
"Derbyshire","E10000007","Upper tier local authority","2020-04-05",8,571
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-05",4,56
"Barnet","E09000003","Upper tier local authority","2020-04-05",40,768
"Milton Keynes","E06000042","Upper tier local authority","2020-04-05",21,218
"Peterborough","E06000031","Upper tier local authority","2020-04-05",6,81
"Wigan","E08000010","Upper tier local authority","2020-04-05",15,213
"Staffordshire","E10000028","Upper tier local authority","2020-04-05",32,651
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-05",20,495
"Havering","E09000016","Upper tier local authority","2020-04-05",20,308
"Bexley","E09000004","Upper tier local authority","2020-04-05",18,312
"Leicester","E06000016","Upper tier local authority","2020-04-05",20,252
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-05",10,305
"Essex","E10000012","Upper tier local authority","2020-04-05",54,1138
"Walsall","E08000030","Upper tier local authority","2020-04-05",17,427
"Trafford","E08000009","Upper tier local authority","2020-04-05",19,262
"Bury","E08000002","Upper tier local authority","2020-04-05",15,168
"Tameside","E08000008","Upper tier local authority","2020-04-05",14,191
"South East","E12000008","Region","2020-04-05",423,6688
"Middlesbrough","E06000002","Upper tier local authority","2020-04-05",22,192
"Worcestershire","E10000034","Upper tier local authority","2020-04-05",24,462
"East Midlands","E12000004","Region","2020-04-05",148,3103
"North Somerset","E06000024","Upper tier local authority","2020-04-05",4,87
"West Midlands","E12000005","Region","2020-04-05",268,5678
"Somerset","E10000027","Upper tier local authority","2020-04-05",9,135
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-05",5,71
"Thurrock","E06000034","Upper tier local authority","2020-04-05",9,142
"Kent","E10000016","Upper tier local authority","2020-04-05",72,1061
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-05",16,201
"Gateshead","E08000037","Upper tier local authority","2020-04-05",20,228
"Wakefield","E08000036","Upper tier local authority","2020-04-05",21,210
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-05",8,93
"Merton","E09000024","Upper tier local authority","2020-04-05",17,389
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-05",4,72
"Leicestershire","E10000018","Upper tier local authority","2020-04-05",31,393
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-05",8,119
"Stockport","E08000007","Upper tier local authority","2020-04-05",26,304
"West Sussex","E10000032","Upper tier local authority","2020-04-05",27,426
"Wirral","E08000015","Upper tier local authority","2020-04-05",43,338
"Darlington","E06000005","Upper tier local authority","2020-04-05",2,55
"Portsmouth","E06000044","Upper tier local authority","2020-04-05",10,122
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-05",11,160
"Nottingham","E06000018","Upper tier local authority","2020-04-05",11,211
"Halton","E06000006","Upper tier local authority","2020-04-05",15,123
"Sunderland","E08000024","Upper tier local authority","2020-04-05",49,386
"Rochdale","E08000005","Upper tier local authority","2020-04-05",11,196
"Bolton","E08000001","Upper tier local authority","2020-04-05",15,217
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-05",6,291
"Sefton","E08000014","Upper tier local authority","2020-04-05",27,321
"Lewisham","E09000023","Upper tier local authority","2020-04-05",28,548
"North Tyneside","E08000022","Upper tier local authority","2020-04-05",18,198
"Birmingham","E08000025","Upper tier local authority","2020-04-05",70,1506
"Medway","E06000035","Upper tier local authority","2020-04-05",19,251
"Hertfordshire","E10000015","Upper tier local authority","2020-04-05",62,1083
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-05",10,129
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-05",12,135
"Southampton","E06000045","Upper tier local authority","2020-04-05",12,189
"Cumbria","E10000006","Upper tier local authority","2020-04-05",79,875
"Gloucestershire","E10000013","Upper tier local authority","2020-04-05",31,410
"Wolverhampton","E08000031","Upper tier local authority","2020-04-05",10,337
"Yorkshire and The Humber","E12000003","Region","2020-04-05",219,3582
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-05",32,282
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-05",13,356
"Sandwell","E08000028","Upper tier local authority","2020-04-05",24,420
"Islington","E09000019","Upper tier local authority","2020-04-05",4,280
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-05",19,384
"North West","E12000002","Region","2020-04-05",613,7127
"Lincolnshire","E10000019","Upper tier local authority","2020-04-05",21,322
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-05",12,137
"Ealing","E09000009","Upper tier local authority","2020-04-05",14,558
"Warwickshire","E10000031","Upper tier local authority","2020-04-05",24,485
"Northumberland","E06000057","Upper tier local authority","2020-04-05",23,229
"Devon","E10000008","Upper tier local authority","2020-04-05",20,272
"Suffolk","E10000029","Upper tier local authority","2020-04-05",31,320
"Hackney","E09000012","Upper tier local authority","2020-04-05",20,392
"Manchester","E08000003","Upper tier local authority","2020-04-05",36,396
"Hillingdon","E09000017","Upper tier local authority","2020-04-05",16,391
"East of England","E12000006","Region","2020-04-05",280,4201
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-05",10,146
"Wandsworth","E09000032","Upper tier local authority","2020-04-05",17,601
"North Yorkshire","E10000023","Upper tier local authority","2020-04-05",22,316
"Bristol, City of","E06000023","Upper tier local authority","2020-04-05",14,227
"North East","E12000001","Region","2020-04-05",222,2430
"Wokingham","E06000041","Upper tier local authority","2020-04-05",8,127
"Cheshire East","E06000049","Upper tier local authority","2020-04-05",27,247
"Coventry","E08000026","Upper tier local authority","2020-04-05",10,306
"Barnsley","E08000016","Upper tier local authority","2020-04-05",2,242
"Westminster","E09000033","Upper tier local authority","2020-04-05",17,420
"Isle of Wight","E06000046","Upper tier local authority","2020-04-05",2,33
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-05",9,101
"Bromley","E09000006","Upper tier local authority","2020-04-05",26,587
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-05",7,229
"Plymouth","E06000026","Upper tier local authority","2020-04-05",1,103
"Luton","E06000032","Upper tier local authority","2020-04-05",27,250
"Hounslow","E09000018","Upper tier local authority","2020-04-05",19,380
"Northamptonshire","E10000021","Upper tier local authority","2020-04-05",34,549
"Liverpool","E08000012","Upper tier local authority","2020-04-05",46,602
"South Tyneside","E08000023","Upper tier local authority","2020-04-05",15,126
"Bedford","E06000055","Upper tier local authority","2020-04-05",5,143
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-05",7,121
"Greenwich","E09000011","Upper tier local authority","2020-04-05",21,360
"Haringey","E09000014","Upper tier local authority","2020-04-05",8,337
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-06",11,82
"Cheshire East","E06000049","Upper tier local authority","2020-04-06",33,280
"Greenwich","E09000011","Upper tier local authority","2020-04-06",37,397
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-06",4,125
"Bedford","E06000055","Upper tier local authority","2020-04-06",14,157
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-06",11,240
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-06",3,104
"Liverpool","E08000012","Upper tier local authority","2020-04-06",52,654
"South Tyneside","E08000023","Upper tier local authority","2020-04-06",23,149
"Hounslow","E09000018","Upper tier local authority","2020-04-06",18,398
"Northamptonshire","E10000021","Upper tier local authority","2020-04-06",43,592
"Plymouth","E06000026","Upper tier local authority","2020-04-06",5,108
"Luton","E06000032","Upper tier local authority","2020-04-06",28,278
"Bromley","E09000006","Upper tier local authority","2020-04-06",37,624
"Wokingham","E06000041","Upper tier local authority","2020-04-06",6,133
"Isle of Wight","E06000046","Upper tier local authority","2020-04-06",4,37
"Westminster","E09000033","Upper tier local authority","2020-04-06",11,431
"Coventry","E08000026","Upper tier local authority","2020-04-06",25,331
"North East","E12000001","Region","2020-04-06",375,2805
"Barnsley","E08000016","Upper tier local authority","2020-04-06",13,255
"Bristol, City of","E06000023","Upper tier local authority","2020-04-06",13,240
"North Yorkshire","E10000023","Upper tier local authority","2020-04-06",30,346
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-06",10,156
"Wandsworth","E09000032","Upper tier local authority","2020-04-06",34,635
"Devon","E10000008","Upper tier local authority","2020-04-06",14,286
"East of England","E12000006","Region","2020-04-06",384,4585
"Hillingdon","E09000017","Upper tier local authority","2020-04-06",23,414
"Hackney","E09000012","Upper tier local authority","2020-04-06",23,415
"Suffolk","E10000029","Upper tier local authority","2020-04-06",30,350
"Ealing","E09000009","Upper tier local authority","2020-04-06",30,588
"Lincolnshire","E10000019","Upper tier local authority","2020-04-06",37,359
"Manchester","E08000003","Upper tier local authority","2020-04-06",68,464
"Northumberland","E06000057","Upper tier local authority","2020-04-06",28,257
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-06",9,146
"Warwickshire","E10000031","Upper tier local authority","2020-04-06",37,522
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-06",25,409
"North West","E12000002","Region","2020-04-06",817,7944
"Islington","E09000019","Upper tier local authority","2020-04-06",9,289
"Sandwell","E08000028","Upper tier local authority","2020-04-06",23,443
"Doncaster","E08000017","Upper tier local authority","2020-04-06",1,179
"Yorkshire and The Humber","E12000003","Region","2020-04-06",321,3903
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-06",31,313
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-06",26,382
"Gloucestershire","E10000013","Upper tier local authority","2020-04-06",36,446
"Cumbria","E10000006","Upper tier local authority","2020-04-06",97,972
"Wolverhampton","E08000031","Upper tier local authority","2020-04-06",22,359
"Southampton","E06000045","Upper tier local authority","2020-04-06",9,198
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-06",18,153
"Lewisham","E09000023","Upper tier local authority","2020-04-06",44,592
"Hertfordshire","E10000015","Upper tier local authority","2020-04-06",91,1174
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-06",20,149
"West Sussex","E10000032","Upper tier local authority","2020-04-06",50,476
"Birmingham","E08000025","Upper tier local authority","2020-04-06",64,1570
"North Tyneside","E08000022","Upper tier local authority","2020-04-06",32,230
"Medway","E06000035","Upper tier local authority","2020-04-06",30,281
"Bolton","E08000001","Upper tier local authority","2020-04-06",31,248
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-06",11,302
"Sefton","E08000014","Upper tier local authority","2020-04-06",36,357
"Rochdale","E08000005","Upper tier local authority","2020-04-06",10,206
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-06",9,128
"Halton","E06000006","Upper tier local authority","2020-04-06",24,147
"Nottingham","E06000018","Upper tier local authority","2020-04-06",21,232
"Sunderland","E08000024","Upper tier local authority","2020-04-06",60,446
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-06",10,170
"Wirral","E08000015","Upper tier local authority","2020-04-06",47,385
"Portsmouth","E06000044","Upper tier local authority","2020-04-06",10,132
"Wakefield","E08000036","Upper tier local authority","2020-04-06",24,234
"Stockport","E08000007","Upper tier local authority","2020-04-06",42,346
"Darlington","E06000005","Upper tier local authority","2020-04-06",21,76
"Leicestershire","E10000018","Upper tier local authority","2020-04-06",31,424
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-06",11,83
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-06",10,103
"Somerset","E10000027","Upper tier local authority","2020-04-06",16,151
"Gateshead","E08000037","Upper tier local authority","2020-04-06",42,270
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-06",20,221
"Merton","E09000024","Upper tier local authority","2020-04-06",37,426
"Kent","E10000016","Upper tier local authority","2020-04-06",142,1203
"Thurrock","E06000034","Upper tier local authority","2020-04-06",8,150
"Bexley","E09000004","Upper tier local authority","2020-04-06",24,336
"Shropshire","E06000051","Upper tier local authority","2020-04-06",11,191
"West Midlands","E12000005","Region","2020-04-06",340,6018
"North Somerset","E06000024","Upper tier local authority","2020-04-06",6,93
"East Midlands","E12000004","Region","2020-04-06",215,3318
"Middlesbrough","E06000002","Upper tier local authority","2020-04-06",17,209
"Worcestershire","E10000034","Upper tier local authority","2020-04-06",36,498
"Tameside","E08000008","Upper tier local authority","2020-04-06",28,219
"Walsall","E08000030","Upper tier local authority","2020-04-06",33,460
"Bury","E08000002","Upper tier local authority","2020-04-06",13,181
"Trafford","E08000009","Upper tier local authority","2020-04-06",22,284
"Peterborough","E06000031","Upper tier local authority","2020-04-06",8,89
"Essex","E10000012","Upper tier local authority","2020-04-06",100,1238
"Havering","E09000016","Upper tier local authority","2020-04-06",22,330
"Derbyshire","E10000007","Upper tier local authority","2020-04-06",25,596
"Leicester","E06000016","Upper tier local authority","2020-04-06",26,278
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-06",16,321
"Staffordshire","E10000028","Upper tier local authority","2020-04-06",41,692
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-06",30,525
"Wigan","E08000010","Upper tier local authority","2020-04-06",17,230
"Milton Keynes","E06000042","Upper tier local authority","2020-04-06",19,237
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-06",15,71
"Swindon","E06000030","Upper tier local authority","2020-04-06",9,104
"Brent","E09000005","Upper tier local authority","2020-04-06",37,880
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-06",19,177
"South East","E12000008","Region","2020-04-06",588,7276
"County Durham","E06000047","Upper tier local authority","2020-04-06",86,416
"Surrey","E10000030","Upper tier local authority","2020-04-06",86,1206
"Barnet","E09000003","Upper tier local authority","2020-04-06",37,805
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-06",7,70
"Rotherham","E08000018","Upper tier local authority","2020-04-06",8,267
"Leeds","E08000035","Upper tier local authority","2020-04-06",49,437
"Calderdale","E08000033","Upper tier local authority","2020-04-06",10,107
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-06",19,227
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-06",3,123
"Redbridge","E09000026","Upper tier local authority","2020-04-06",26,383
"Hartlepool","E06000001","Upper tier local authority","2020-04-06",9,48
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-06",13,229
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-06",11,255
"Enfield","E09000010","Upper tier local authority","2020-04-06",34,433
"Salford","E08000006","Upper tier local authority","2020-04-06",28,304
"Dudley","E08000027","Upper tier local authority","2020-04-06",18,367
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-06",3,83
"London","E12000007","Region","2020-04-06",836,15170
"Oldham","E08000004","Upper tier local authority","2020-04-06",19,261
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-06",39,430
"Camden","E09000007","Upper tier local authority","2020-04-06",17,362
"Solihull","E08000029","Upper tier local authority","2020-04-06",12,273
"Dorset","E06000059","Upper tier local authority","2020-04-06",12,147
"England","E92000001","Country","2020-04-06",4288,55422
"St. Helens","E08000013","Upper tier local authority","2020-04-06",28,298
"Bradford","E08000032","Upper tier local authority","2020-04-06",36,298
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-06",6,58
"Sutton","E09000029","Upper tier local authority","2020-04-06",24,338
"West Berkshire","E06000037","Upper tier local authority","2020-04-06",6,126
"South West","E12000009","Region","2020-04-06",184,2449
"Hampshire","E10000014","Upper tier local authority","2020-04-06",102,1274
"Lancashire","E10000017","Upper tier local authority","2020-04-06",113,1161
"Warrington","E06000007","Upper tier local authority","2020-04-06",31,214
"Harrow","E09000015","Upper tier local authority","2020-04-06",25,545
"Kirklees","E08000034","Upper tier local authority","2020-04-06",28,248
"Waltham Forest","E09000031","Upper tier local authority","2020-04-06",25,446
"Blackpool","E06000009","Upper tier local authority","2020-04-06",6,98
"Newham","E09000025","Upper tier local authority","2020-04-06",41,609
"Croydon","E09000008","Upper tier local authority","2020-04-06",42,821
"York","E06000014","Upper tier local authority","2020-04-06",10,88
